X (mg);Y (mg);Z (mg)
2921;1150;107
2401;410;306
118;1031;967
-136;72;-76
-308;-425;-600
276;248;118
25;989;-112
867;485;-495
1862;965;-391
1817;139;47
2843;192;1128
1586;-15;981
241;247;-712
-44;300;-259
-59;34;-8
-180;61;-289
35;-328;-586
2640;99;-723
2714;1291;222
2027;30;659
798;630;514
274;447;373
-300;-333;-618
122;84;58
-209;944;-183
297;554;-568
2339;530;-74
1314;653;-154
2485;248;494
2617;99;1776
745;-356;-313
23;672;-514
-286;210;-76
-70;28;-174
-172;-277;-439
1203;-202;-980
3348;1565;219
2181;541;787
1812;-191;797
570;912;476
-211;-54;-389
42;-263;-274
0;550;-237
-294;661;-144
665;509;-621
2928;1044;131
1717;392;118
2740;0;1054
1399;83;837
298;262;-660
-149;302;-127
-76;-61;-101
-184;-111;-507
740;-497;-874
3160;1156;302
2315;868;535
2215;-382;451
479;796;485
63;274;181
-217;-166;-660
158;340;100
-128;820;-296
1317;410;-332
1699;649;-165
1519;197;-42
2718;169;1111
1928;-45;1330
435;118;-447
166;465;-312
-252;23;-342
-62;181;-259
-19;-233;-659
2010;39;-293
3074;924;726
2292;103;797
1088;141;559
400;666;456
-414;-85;-621
185;-7;12
-26;622;-226
125;555;-508
2047;453;17
1299;1002;-200
2270;329;609
2817;58;1570
898;-397;195
188;613;-623
-154;255;-217
-38;32;-170
-245;-152;-379
880;-365;-870
3413;980;173
2114;892;589
1982;-147;676
553;739;539
-67;8;-108
-208;-268;-585
158;573;25
-159;1015;-453
1682;492;-102
1160;705;-476
2121;159;269
3041;170;2104
1341;-686;181
357;635;-360
-24;344;-342
-79;31;-80
-179;-39;-360
293;-397;-999
3143;637;-37
2164;1086;731
2240;-505;615
608;723;518
25;401;18
-343;-232;-660
183;214;90
-152;820;-271
1036;387;-304
2034;862;-187
1705;384;147
2898;-1;1033
1664;-173;1254
296;383;-721
-88;422;-155
-198;82;-207
-159;70;-307
-16;-283;-450
1820;209;-884
3186;1353;660
2214;23;754
1228;79;472
360;626;427
-283;-39;-505
128;-75;-193
-149;619;-120
496;566;-439
1902;848;64
1521;851;-4
2390;137;641
2191;-22;1525
822;-87;-269
185;645;-169
-261;39;-374
-44;-21;-171
-87;-220;-370
1260;120;-878
3371;1215;578
1628;438;722
1732;-179;405
437;718;481
18;-91;-275
-146;-107;-171
-142;557;-128
213;601;-125
1530;425;-185
1748;1094;-262
1707;341;354
2756;121;938
1581;-65;931
244;473;-474
-127;222;-235
-178;12;-202
-21;-105;-365
97;-168;-148
1778;449;-979
3253;1018;619
1635;404;1159
1133;466;634
156;179;117
-119;-96;-269
24;484;-299
-71;536;53
426;422;-676
2405;1359;-296
1191;954;-99
2927;20;747
1766;-246;1649
842;255;-427
40;641;10
-72;-171;-449
28;-137;-583
271;441;-879
2522;1298;-122
2979;545;1553
2119;-222;804
498;555;649
-376;359;-237
-29;-216;-513
457;318;51
-391;789;-135
93;966;-665
2691;884;30
1744;277;30
2325;-230;1043
2130;-78;1367
561;426;-636
38;317;-130
-104;-96;-259
48;-292;-363
336;15;-473
2909;524;-349
2387;381;584
1903;430;916
615;1187;706
82;-12;-347
-116;-206;-408
195;100;-51
-277;309;-280
127;276;-513
2591;1426;81
1700;661;194
2524;-245;804
1865;19;1630
684;404;-507
37;87;-392
-344;120;-255
-139;35;-166
203;-107;-457
2620;116;-584
3048;1022;541
1242;766;1225
740;468;274
-70;-188;-92
189;-187;-371
-116;464;-151
-298;644;18
109;414;-637
2749;719;-353
1317;433;304
1121;-99;366
1486;-613;431
1988;-825;496
1969;49;341
1567;615;629
407;-19;107
114;-814;-341
174;262;-49
410;546;-172
1409;782;84
2437;43;278
2496;-836;748
828;-168;784
-75;533;884
-12;-70;354
27;6;-160
344;559;92
239;704;63
969;485;-320
1255;671;-190
1147;-489;366
2455;-431;628
2070;-525;308
1835;1522;691
386;125;-153
-131;-600;9
288;-243;42
224;-865;-737
2289;1293;375
2485;1038;1365
1440;466;477
474;-2;746
297;-236;745
-11;421;446
85;287;-56
460;276;-110
-42;894;-118
1967;1455;510
1140;237;-149
1313;-950;364
2811;-958;700
2004;176;323
1532;1474;490
403;-732;72
157;-1211;-185
212;508;44
635;198;-279
2353;306;-277
2921;134;1004
1744;-130;629
304;162;598
-190;229;173
-234;-107;-523
27;328;-34
743;884;294
1219;692;101
959;547;-295
564;-65;172
2852;-673;628
2365;-443;486
1370;1092;522
495;13;140
137;-1226;-74
115;145;-181
320;141;57
1537;41;-120
3624;772;243
2217;364;855
563;-658;300
39;338;383
-645;163;-261
-263;-34;-422
408;771;320
1382;835;520
1012;601;-446
1115;200;55
917;-410;240
2978;104;794
1847;-269;560
909;839;287
379;-534;144
143;-263;77
109;241;-26
804;-234;-156
3058;569;238
2752;1010;764
1075;-643;525
699;-615;326
-89;512;153
-576;92;-397
-173;329;-299
1234;1127;584
609;304;-174
1802;324;-5
483;25;75
2175;-135;619
2329;-156;613
1546;405;488
660;295;228
273;-730;148
51;70;-146
186;-88;-109
2166;312;118
3028;913;549
2083;272;659
897;-934;222
-19;356;341
-507;150;-91
-336;-150;-297
647;1002;95
1220;721;165
959;546;162
966;281;0
1047;-443;401
2687;76;677
2009;-163;594
1059;709;340
416;-258;135
119;-398;43
107;89;-77
1209;-475;-294
3048;1003;435
2498;840;845
1621;-990;170
274;98;387
-375;417;139
-732;-168;-452
-52;178;-282
1222;1346;482
1979;1111;417
602;-77;-545
280;-166;-142
2701;176;1047
1912;144;626
1885;168;661
673;463;235
433;-875;211
-4;-3;-1
316;-310;-110
2220;-164;-237
3509;1305;879
2144;721;621
382;-769;376
213;452;544
-412;-104;-269
-544;-73;-446
554;1259;109
1253;271;35
1390;795;389
925;477;3
1486;-403;596
2634;-67;754
1769;-250;466
871;724;267
368;-534;129
-35;-67;-1
59;129;69
1034;-399;-79
3350;483;273
2557;920;893
1156;-323;540
401;-171;388
3;208;180
-374;-89;-459
-182;512;100
1428;1184;774
548;29;-736
1502;703;84
329;62;407
3037;-540;684
2293;-224;585
1242;593;429
425;119;69
133;-747;30
132;126;-194
1201;366;-84
2328;807;527
3203;400;611
1611;-724;218
192;435;733
-268;402;90
-377;-311;-570
71;230;236
1028;959;813
1028;458;-336
824;837;-68
786;90;160
2470;-247;570
2484;-392;517
1347;662;491
557;108;178
255;-927;42
15;274;-152
388;205;-15
2067;295;43
3128;576;614
1972;156;748
287;-558;572
24;182;384
-383;32;-294
-310;88;-235
525;611;407
610;182;-256
1662;1342;576
1318;562;-8
1001;-608;208
2640;-23;629
1807;-266;346
1210;919;465
313;-638;169
90;-468;-96
7;337;91
1217;17;61
3300;544;132
2550;591;726
1171;-526;347
294;95;358
-341;287;67
-719;-184;-460
-189;71;54
1428;917;504
380;544;-490
1777;848;286
780;472;-113
1303;-352;275
2785;-222;573
1802;-389;436
1345;938;527
576;-458;217
75;-863;-93
162;347;-70
1610;690;109
3426;812;432
2348;137;629
758;-805;428
54;419;434
-431;190;-86
-277;-327;-218
138;97;269
978;1323;408
132;742;129
1824;124;-631
732;-434;424
2354;-383;673
2189;129;599
1524;433;584
598;531;205
371;-934;137
63;-52;-124
793;-103;-195
2495;499;89
2765;1052;688
1800;-321;625
704;-440;382
-184;624;151
-734;54;-461
-366;-142;-193
1171;862;356
1380;636;-93
513;383;91
991;735;-137
1637;-210;653
2864;-302;633
1536;-344;399
1092;938;378
483;-741;225
15;-360;-189
249;114;-165
1673;121;30
3274;963;611
2262;341;754
821;-876;512
-83;401;412
-508;372;-361
-412;-147;-351
183;346;341
1543;741;233
991;886;115
1099;540;-313
995;-193;336
3129;-317;647
1646;-297;489
1091;849;450
530;-538;238
59;-522;-144
154;85;-69
1431;-10;26
3443;899;477
2637;572;768
789;-936;292
61;466;461
-623;296;-216
-466;-49;-568
47;287;356
1623;993;426
1048;911;-157
1084;220;-227
681;-179;22
2889;-4;763
2056;-346;538
1155;671;506
604;-240;207
151;-633;65
114;170;-77
1271;-313;-229
3154;1057;641
2809;952;749
1087;-1039;208
175;198;459
-621;519;-16
-586;-144;-639
-114;64;113
1637;1058;525
176;772;-566
2053;779;310
694;-89;-49
1843;-681;517
2693;-135;576
1469;612;499
716;354;419
181;-1283;7
127;0;-169
894;81;-94
2666;980;571
3055;492;558
1543;-598;444
161;81;379
-399;484;-36
-628;-170;-611
-349;106;221
1764;1076;672
1399;737;-293
676;527;-139
692;18;55
2512;-510;634
2269;-190;408
1339;523;445
671;-29;326
222;-698;73
55;233;-82
677;-222;-173
2902;725;360
3168;1228;693
1325;-708;392
410;-366;318
-366;681;167
-765;0;-416
-202;-45;27
1432;1092;433
132;574;-507
1920;817;389
1012;93;-114
1585;-676;427
2724;-95;579
1442;186;462
835;696;327
395;-1006;175
67;-151;-116
334;15;-235
2124;423;149
3345;1333;575
2355;-94;634
387;-859;355
-197;588;235
-641;70;-445
-488;-214;-294
690;583;494
1373;861;-239
1207;960;462
1176;219;-86
940;-572;217
2923;59;728
1825;-57;552
878;752;378
476;-652;239
91;-136;-52
5;16;-184
1224;-9;47
2900;1083;697
2886;442;537
1096;-1044;302
45;-106;485
-337;479;95
-674;230;-408
137;107;87
1465;986;680
1260;745;-149
534;201;-345
768;189;49
1816;-196;679
2572;-298;603
1488;-70;562
896;781;397
595;-875;167
136;-186;-147
136;-63;-96
2018;228;-48
3637;920;496
2081;653;655
533;-726;474
-112;354;153
-820;110;-498
-278;-350;-209
304;952;146
1817;869;630
946;751;-99
1097;324;-301
915;-294;308
2809;-99;826
1956;-243;506
1257;599;525
406;-134;205
154;-681;59
35;99;-102
948;-53;-64
3262;778;246
2605;676;868
1110;-743;487
179;-61;393
-421;473;129
-547;-92;-303
-128;199;124
1606;1152;447
1048;829;-214
1147;287;-195
537;-166;61
2592;-250;686
2357;-315;563
1226;659;337
725;220;327
281;-882;142
51;135;-117
532;-176;-139
2723;312;193
3240;1052;757
1488;79;668
313;-574;299
-218;481;176
-800;60;-404
-248;-293;-27
973;987;303
1341;819;-331
1135;972;161
970;286;-21
1171;-573;452
3168;-304;640
1555;-64;407
1022;987;280
529;-713;370
28;-411;-218
128;-110;27
1702;-7;157
3683;813;312
2436;599;798
263;-625;247
-134;215;314
-745;344;-338
-504;27;-253
540;447;337
1648;641;253
571;1156;-280
1608;352;-111
614;-449;111
2910;-235;758
1888;-247;383
1318;966;336
808;-295;364
106;-709;70
50;260;-30
1166;-131;-10
3318;846;398
2820;623;697
1045;-521;314
-92;195;350
-504;442;-40
-508;-319;-442
15;76;352
1618;1205;502
738;997;-34
1342;304;-508
735;179;65
2291;-515;664
2593;-428;503
1159;430;444
683;341;429
405;-904;162
-54;-3;-169
427;-120;-99
2750;376;85
3295;1121;765
1505;-66;485
505;-441;321
-247;602;79
-730;38;-361
-417;-321;-146
724;971;245
1188;959;-273
1791;933;408
1102;308;-270
736;-191;325
3108;-115;707
1804;-399;487
1114;1102;434
558;-542;321
132;-587;-53
-22;46;-44
1160;-50;50
2994;883;426
2586;580;616
1355;-541;388
192;0;360
-257;536;152
-507;-137;-374
-259;26;74
1369;1044;670
703;826;87
1722;25;-493
706;149;202
1848;-349;553
2647;-127;524
1424;113;548
693;631;350
429;-670;363
111;-175;-190
316;-122;-148
2254;363;149
3124;1015;470
1713;277;507
932;-404;565
-42;488;250
-730;57;-219
-477;-187;-285
409;653;163
1512;877;228
1085;636;-27
1302;483;-338
744;5;240
2790;-191;689
2119;-527;460
1201;765;450
660;-248;320
118;-431;27
56;30;15
1092;14;32
2989;744;302
2389;710;659
1294;-486;491
399;-63;385
-324;347;183
-659;-112;-223
-25;-4;-128
1204;583;367
415;626;-351
2068;808;328
1000;443;-185
1215;-173;395
2808;-194;527
1702;-595;472
1179;847;570
544;-358;259
58;-368;15
170;-77;-131
1595;483;245
3236;623;352
2069;380;569
1018;-687;453
67;276;446
-464;152;32
-561;-170;-268
421;41;247
1242;1170;654
728;1100;-83
1774;547;-681
693;202;-32
2280;-380;631
2629;-603;496
1249;61;518
1061;271;381
188;-683;155
90;3;-127
407;169;30
2571;989;363
2977;164;197
1728;-515;494
293;-243;493
-202;548;367
-630;133;-357
-389;-150;-147
884;451;337
1244;298;274
1030;880;-335
1255;764;-326
755;65;0
2544;-595;733
2245;-836;456
1449;535;468
1267;894;557
130;-1104;94
200;-83;98
976;391;18
3018;669;232
2644;-15;612
1024;-56;631
37;345;503
-604;416;-10
-518;143;-482
113;-288;-39
1214;788;729
-83;719;-828
2691;1230;385
723;-200;-153
1877;-350;454
2678;-796;427
1560;370;420
1545;1041;415
246;-1462;28
101;-607;-31
217;489;-42
1821;814;97
3199;897;517
2099;-39;614
414;-424;663
56;506;484
-585;157;-34
-311;-473;-269
354;172;329
1289;1017;130
479;1017;-292
1666;651;-315
936;-417;202
2632;-548;746
2214;-522;496
1169;1036;399
753;-59;362
163;-638;-12
91;272;-20
486;-165;-71
2601;519;246
3415;811;824
1428;-333;592
-114;-509;386
-233;576;177
-423;-45;-405
170;25;39
778;1192;383
349;947;-641
1958;683;434
651;-122;-73
1987;-476;658
2766;-425;665
1365;262;446
915;713;270
340;-1046;263
153;-57;-105
391;-21;-325
2232;516;81
2939;1283;681
2083;-179;513
474;-691;442
-431;681;298
-600;87;-677
-176;229;32
709;926;515
1731;959;-313
738;507;54
507;265;-242
1837;-256;578
2969;-396;657
1546;-221;505
1066;793;317
364;-976;233
218;-222;-119
310;-19;-241
1971;174;-35
3231;1193;787
2424;342;635
385;-988;350
-113;551;392
-624;283;-529
-312;-103;-411
704;954;507
844;482;-419
1508;1246;524
1162;357;-86
1362;-883;472
3014;-266;665
1512;353;411
764;677;210
419;-970;78
145;-167;-72
246;-1;96
1584;102;68
3766;915;344
2420;384;756
334;-523;420
-256;445;232
-689;187;-519
-186;49;-260
487;485;636
1134;803;-100
1627;1234;99
1047;174;-115
687;-515;241
3150;-8;793
1826;-130;542
1079;864;294
393;-914;187
134;-308;-50
199;68;38
996;-108;-64
3419;909;206
3141;823;1183
509;-726;228
-188;5;402
-604;498;-125
-453;-72;-381
346;494;232
1658;849;380
908;872;-211
1179;499;-274
814;-482;188
3046;-132;794
1857;-242;509
996;821;469
629;-644;303
93;-499;-126
92;142;-26
1502;-135;-15
3513;1002;554
2601;663;687
798;-895;259
-66;545;341
-676;415;-167
-411;-128;-513
264;385;333
1591;897;345
747;777;-118
1673;390;-302
277;-320;147
3187;82;617
1888;-316;543
1191;730;388
609;-633;270
102;-391;12
87;59;0
1031;-150;57
3249;844;332
3010;649;967
848;-840;253
-94;248;386
-413;629;-210
-277;-179;-353
94;414;304
1316;747;427
579;451;-288
1835;553;-186
606;-182;157
2976;68;910
1870;-295;544
1032;676;392
514;-565;300
173;-191;-73
4;96;-73
1463;-80;98
3178;856;567
2607;322;701
993;-1091;302
-65;648;483
-609;460;-146
-377;-319;-442
384;611;322
1448;1094;347
640;691;-310
1471;486;-250
764;-405;230
2929;-116;674
1928;-324;506
1050;715;381
638;-356;306
168;-451;41
70;134;31
1074;-322;-60
3140;605;143
2905;812;678
1142;-495;414
267;172;531
-443;349;43
-577;-77;-606
-99;51;189
1668;1237;522
752;1064;-115
1522;144;-448
433;-234;104
2738;-256;769
2202;-285;609
1104;618;347
553;7;252
323;-490;178
64;36;-79
491;-484;-227
2770;649;259
3031;1328;851
1624;-386;497
245;-709;317
-214;560;436
-501;64;-363
-178;65;-24
1324;1219;622
100;732;-429
1857;607;-238
713;208;207
1652;-843;513
2802;-522;527
1413;290;380
1082;736;537
442;-1490;-8
-14;231;-185
540;330;173
2744;555;-26
3085;652;752
1665;-334;608
238;-254;437
-317;485;238
-665;10;-613
-394;111;-129
1223;998;589
737;554;-605
1742;922;260
556;128;5
2023;-486;687
2800;-523;679
1559;420;400
541;321;310
291;-897;216
191;235;-110
386;-50;-228
2361;273;175
3578;1210;1021
1733;-497;490
-164;-386;259
-327;639;216
-499;63;-558
56;167;207
1209;1228;666
233;850;-349
1994;570;-374
460;-107;190
2274;-842;668
2436;-565;497
1421;870;389
748;44;265
234;-719;53
-128;161;-111
405;-33;24
2743;182;169
3511;725;767
1676;-58;656
42;-469;170
-303;467;156
-602;17;-684
-66;283;254
1394;1135;696
679;624;-209
1765;516;-591
221;217;190
2678;-594;602
2370;-408;504
1297;388;294
653;-13;230
115;-540;343
24;-167;-90
671;-260;-197
3117;560;108
3267;1364;987
1420;-412;329
226;-375;206
-496;713;26
-550;-51;-730
-322;111;71
1743;1124;742
648;792;-105
1445;166;-483
799;208;166
2031;-417;673
2718;-408;704
1145;673;325
631;29;259
313;-646;175
101;44;-29
749;-198;-39
3129;543;243
3094;962;921
1311;-375;366
-186;-108;235
-397;539;182
-467;-74;-465
-124;22;48
1696;972;781
193;1105;-46
2017;97;-478
570;-101;107
2181;-420;681
2489;-267;599
1263;599;434
715;-81;355
252;-642;86
41;38;-104
570;-57;-9
3091;773;256
3137;845;664
1049;-393;467
101;-101;245
-513;269;184
-446;-133;-323
109;488;209
1098;846;-41
1142;412;254
1214;173;-71
1091;-349;322
2904;-156;656
1670;29;593
1000;666;340
280;-540;232
156;-55;-196
54;130;-82
1959;403;121
3440;805;670
2193;5;453
420;-756;308
-376;193;153
-740;123;-437
-117;-28;-33
1504;968;812
688;537;122
1265;183;-434
727;462;263
1908;-173;521
2525;-103;622
1390;254;666
673;180;287
395;-391;-86
-68;45;-92
483;96;-71
2800;1021;260
2815;668;795
1622;-681;330
150;-549;177
-504;256;144
-685;34;-335
363;355;279
1195;425;509
406;748;-114
1980;485;-54
619;-98;90
2385;-99;549
2073;-287;499
1445;467;664
567;-190;180
96;-539;20
101;-32;-83
1391;488;213
3047;1028;360
2225;-47;350
1453;-632;381
-196;341;277
-506;203;47
-460;-304;-197
533;552;348
643;727;2
1367;559;257
1579;366;-219
1055;-185;292
2602;-30;570
1636;-24;558
1145;523;457
329;-634;277
53;-325;-118
104;-127;-136
1797;445;132
3261;1095;486
2203;139;534
1241;-730;219
-190;401;314
-701;151;8
-467;-321;-247
662;572;445
1082;1089;157
1255;241;-64
966;325;-250
1333;137;217
2207;137;609
1983;-506;574
1451;292;677
481;-584;182
50;-390;30
467;205;-96
1918;537;119
2941;762;365
2157;-81;438
-615;-289;518
-502;-380;823
-849;-691;-25
-741;270;768
-369;1040;1175
-872;1526;1170
-787;1856;1263
-537;759;634
-987;640;490
-617;-3;-219
-163;-569;-842
435;-242;-157
577;369;279
-165;932;-439
-1776;2845;645
-2340;3041;1801
-1143;798;452
-705;-636;178
177;-678;976
53;-913;-167
-425;-186;-58
-591;720;1231
-824;1109;907
-1559;2031;1312
-903;1825;1302
-570;657;199
-797;580;208
6;-51;-64
191;-322;-665
386;217;-105
639;539;-82
-1290;1951;19
-2526;3194;1684
-1283;1546;846
-647;-162;231
-234;-109;928
36;-842;-100
-289;-519;-151
-556;986;1459
-784;1081;71
-1884;2832;1306
-820;2090;609
-437;644;-90
-480;359;65
-100;40;-21
221;-353;-655
497;-40;-382
404;506;155
-777;1399;-274
-1549;2581;742
-2234;2794;1034
-1071;733;424
-753;-173;290
-400;-316;547
-38;-535;217
144;-304;-142
519;91;298
-1513;1402;256
-3502;3156;1599
-1031;1527;1368
-304;262;357
-13;264;190
808;-312;-477
918;-136;-503
615;322;-210
-392;1030;-193
-1286;1809;-66
-2747;2763;760
-1996;1808;884
-520;-80;478
-64;-538;604
72;-648;472
-79;-711;-352
-133;-195;238
-1519;938;1014
-2338;1650;829
-2307;2672;1403
-537;952;232
-192;146;-142
-86;159;78
374;-266;-400
500;-203;-579
563;351;290
-348;959;-103
-1375;1995;467
-2895;2663;1375
-1795;915;255
-1201;-148;126
-705;-324;669
62;-646;134
-203;-507;-539
-575;175;232
-960;809;800
-2577;1650;916
-2153;2149;1279
-392;508;516
-192;319;435
145;53;35
366;-309;-639
608;53;-466
765;354;244
-179;948;-235
-1988;2569;597
-2981;3131;2156
-1484;588;745
-892;-493;322
-397;-518;502
426;-902;-104
-160;-612;-368
-821;371;976
-1858;1024;999
-2567;1863;1027
-1577;1874;1021
-350;396;114
163;172;248
698;-129;-140
734;43;-414
804;379;31
-225;1008;1
-1748;1819;135
-3045;2698;1772
-2052;1288;753
-904;-303;29
-312;-550;517
229;-796;365
-103;-667;-217
-525;-62;451
-1508;851;1048
-2251;1601;1109
-2404;2487;1146
-532;1225;214
292;116;46
256;217;141
381;-43;-627
624;-63;-502
425;480;262
-349;1019;-250
-1250;1961;358
-3233;2765;913
-2361;1191;203
-1475;145;371
-589;-435;485
201;-920;158
83;-710;-122
-143;-155;240
-933;684;907
-2908;2148;1277
-2233;2326;1239
-764;780;-119
-467;594;269
218;180;-125
678;-247;-740
859;147;-127
678;391;34
-22;906;-103
-1708;1874;598
-3394;2570;1325
-2009;851;762
-1085;-215;221
-317;-515;448
63;-777;-84
-49;-657;-276
-135;-40;505
-1108;1041;925
-2791;2452;1868
-1947;2106;486
-574;419;-289
-524;465;154
127;82;-90
501;-167;-564
430;221;-188
211;548;87
-625;1030;116
-2236;1683;410
-2592;1726;1343
-1485;367;155
-701;-117;287
-172;-482;415
-6;-861;-189
-148;-471;107
-1304;534;942
-2191;1118;1030
-2955;2243;1284
-1401;1702;130
90;537;108
312;262;148
377;-86;-509
387;56;-278
287;257;-15
272;516;97
-1126;1443;78
-3007;2680;1366
-2242;1273;773
-1462;-57;138
-941;-247;606
-433;-515;281
-349;-528;-169
144;-279;219
-250;150;397
-1596;504;710
-3028;2204;1778
-1100;1221;877
-318;407;103
-105;408;22
342;-5;-436
507;-122;-777
570;427;55
-443;920;-41
-1838;1808;689
-2638;2259;2035
-1598;514;607
-1180;-120;221
-354;-331;352
116;-745;-153
9;-719;-197
-377;-56;779
-1454;731;1120
-1788;1467;1429
-1665;2133;1252
-622;931;299
-330;582;321
-243;333;-22
-26;20;-202
442;-41;-321
186;533;-110
-370;1203;394
-1309;1656;481
-2379;2381;1685
-1748;844;554
-1243;-102;297
-557;-265;668
192;-868;-14
101;-848;-200
-7;-137;661
-1201;629;795
-2176;1478;1260
-2800;2830;1437
-692;1101;228
109;463;270
279;285;-25
533;-199;-783
844;-52;-453
345;418;-6
-680;935;-326
-1201;1718;630
-3011;2719;1394
-1553;1053;765
-862;-101;385
-531;-239;615
-73;-705;112
-222;-666;-238
-598;105;687
-1658;1110;1225
-2277;1977;1337
-1481;2191;899
-367;563;-76
-168;397;225
217;200;-154
229;17;-686
732;27;-207
479;388;170
-503;915;-102
-2556;2404;1354
-2819;2155;1281
-1474;312;-41
-758;-167;346
-217;-574;134
-252;-663;-243
98;-606;384
-1143;168;798
-2021;946;1175
-2409;1907;1715
-1272;1788;482
-512;509;-315
-171;391;144
293;85;-327
226;102;-525
605;146;-258
140;500;-22
-1011;1212;59
-2768;2079;961
-2406;1537;1153
-1253;-17;86
-832;-69;707
-259;-352;512
243;-830;-188
63;-557;219
-921;231;903
-2139;853;940
-2444;1724;1295
-1356;1643;566
-386;604;-45
-10;480;320
4;211;-153
-301;62;-471
257;158;-178
369;446;-85
-6;878;-245
-1971;2127;946
-2671;2137;1450
-1639;296;345
-1211;-112;570
-409;-484;685
35;-897;-145
-171;-524;70
-811;347;808
-1892;972;763
-2274;2065;1315
-949;1354;553
-587;524;127
-266;495;424
312;98;-50
351;61;-255
619;274;67
-21;759;-27
-789;1298;186
-2587;2120;1012
-2483;1626;1116
-1423;48;245
-833;-217;412
-112;-486;348
149;-782;-222
-223;-389;192
-595;271;952
-2047;1046;971
-2914;2338;1396
-1076;1428;436
-302;459;46
-78;333;248
523;-113;-273
675;-75;-392
707;437;130
-47;844;-386
-1356;1884;213
-3073;2893;1226
-1843;863;437
-1591;-123;499
-1053;-363;1197
-197;-687;533
-183;-754;-225
-123;-199;155
-367;252;680
-2142;1045;936
-3166;2441;1155
-949;807;284
-472;441;323
-62;280;25
571;69;-374
751;176;-321
683;371;-44
-72;689;-249
-1471;1463;308
-3436;2633;1651
-2013;779;664
-1626;-221;146
-783;-335;568
-43;-679;357
273;-782;-103
-185;-154;435
-1389;513;836
-1898;1115;1540
-2517;2175;1315
-679;1123;402
-265;426;120
-177;468;160
200;104;-349
311;18;-554
318;355;-263
-352;661;-101
-1225;1286;536
-2905;1919;1242
-1675;1065;1441
-947;-270;645
-421;-263;648
-19;-560;107
-84;-678;-232
-536;-127;508
-1017;471;1102
-1906;799;1207
-2694;2181;1960
-873;899;336
-329;288;135
-3;455;289
666;-79;-392
483;-98;-768
327;333;-106
-134;629;3
-1491;1446;247
-2738;2637;1698
-1738;1205;952
-1157;321;790
-417;-76;808
-32;-613;164
4;-785;-281
-137;-277;504
-976;335;646
-2400;1218;1139
-2256;2550;1763
-549;1165;234
